food_item,calories,proteins,carbohydrates,fats,fibers,sugars,sodium,cholesterol
"MURRAY,LEMON CREME SNDWCH COOKIES",479.0,4.7,73.7,18.8,1.2,37.8,308.0,0.0
"MURRAY,OLD FASHIONED GINGERSNAPS COOKIES",463.0,5.1,73.9,16.4,1.3,31.4,541.0,0.0
"MURRAY,OLD FASHIONED ICED OATMEAL COOKIES",459.0,5.0,71.0,17.5,1.7,32.5,589.0,0.0
"MURRAY,SOUTHERN KITCHEN,CHOC CHIP COOKIES",493.0,5.5,66.5,23.7,2.5,30.5,493.0,0.0
"MURRAY,SOUTHERN KITCHEN,COCNT COOKIES",511.0,5.7,65.5,25.5,3.0,30.4,202.0,7.0
"MURRAY,SOUTHERN KITCHEN,ICED OATMEAL COOKIES",467.0,6.5,69.5,18.3,4.1,35.6,297.0,0.0
"MURRAY,SOUTHERN KITCHEN,OATMEAL COOKIES",478.0,7.1,67.7,20.1,4.5,30.9,325.0,0.0
"MURRAY,SUGAR FREE,CHOC CHIP & PECAN COOKIES",497.0,6.0,58.6,31.4,5.1,1.5,390.0,7.0
"MURRAY,SUGAR FREE,CHOC CHIP COOKIES",469.0,5.6,63.6,27.0,4.8,1.2,411.0,7.0
"MURRAY,SUGAR FREE,CHOC CREME SNDWCH COOKIES",465.0,5.3,65.9,24.8,4.5,1.1,329.0,1.0
"MURRAY,SUGAR FREE,FUDGE DIPPED GRAHAMS",483.0,5.7,63.3,27.5,3.8,0.4,278.0,1.0
"MURRAY,SUGAR FREE,FUDGE DIPPED MINT COOKIES",481.0,6.0,63.5,27.0,4.6,0.6,364.0,1.0
"MURRAY,SUGAR FREE,FUDGE DIPPED WAFERS",486.0,3.4,61.2,33.5,13.3,0.4,71.0,0.0
"MURRAY,SUGAR FREE,LEMON CREME SNDWCH COOKIES",469.0,4.9,68.3,23.9,3.3,1.2,189.0,0.0
"MURRAY,SUGAR FREE,OATMEAL COOKIES",451.0,6.7,66.6,22.7,8.5,1.2,410.0,5.0
"MURRAY,SUGAR FREE,PECAN SHORTBREAD COOKIES",514.0,5.9,57.3,33.5,4.6,1.1,351.0,12.0
"MURRAY,SUGAR FREE,PNUT BUTTER COOKIES",505.0,9.5,55.8,30.8,5.7,1.7,458.0,7.0
"MURRAY,SUGAR FREE,SHORTBREAD BITES",371.0,6.5,75.3,15.5,14.9,1.2,518.0,0.0
"MURRAY,SUGAR FREE,SHORTBREAD COOKIES",431.0,7.0,71.6,17.8,5.7,1.3,476.0,1.0
"MURRAY,SUGAR FREE,VANILLA CREME SNDWCH COOKIES",467.0,4.9,70.0,23.1,3.4,1.2,192.0,0.0
"MURRAY,SUGAR FREE,VANILLA SUGAR WAFER",458.0,3.2,68.5,27.6,14.3,0.8,81.0,0.0
"MURRAY,SUGAR FREE,VANILLA WAFER",412.0,5.9,74.0,16.8,5.6,1.4,281.0,5.0
"MURRAY,VANILLA CREME SNDWCH COOKIES",477.0,4.9,73.9,18.3,1.3,36.9,317.0,0.0
"MURRAY,VANILLA SUGAR WAFER",527.0,3.9,70.0,25.7,1.0,41.0,92.0,0.0
"MURRAY,VANILLA WAFER",461.0,4.0,72.9,17.4,1.4,31.5,401.0,1.0
"MUSH,BLUE CORN W/ ASH (NAVAJO)",54.0,0.66,11.74,0.49,1.1,0.19,8.0,0.0
"MUSHROOM,WHITE,EXPOSED TO UV LT,RAW",22.0,3.09,3.26,0.34,1.0,1.98,5.0,0.0
"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,EXPOSED TO UV LT,RAW",22.0,2.5,4.3,0.1,0.6,1.72,6.0,0.0
"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,RAW",22.0,2.5,4.3,0.1,0.6,1.72,6.0,0.0
"MUSHROOMS,CHANTERELLE,RAW",38.0,1.49,6.86,0.53,3.8,1.16,9.0,0.0
"MUSHROOMS,CND,DRND SOL",25.0,1.87,5.09,0.29,2.4,2.34,425.0,0.0
"MUSHROOMS,ENOKI,RAW",37.0,2.66,7.81,0.29,2.7,0.22,3.0,0.0
"MUSHROOMS,MAITAKE,RAW",31.0,1.94,6.97,0.19,2.7,2.07,1.0,0.0
"MUSHROOMS,MOREL,RAW",31.0,3.12,5.1,0.57,2.8,0.6,21.0,0.0
"MUSHROOMS,OYSTER,RAW",33.0,3.31,6.09,0.41,2.3,1.11,18.0,0.0
"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,GRILLED",29.0,3.28,4.44,0.58,2.2,2.26,11.0,0.0
"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,RAW",22.0,2.11,3.87,0.35,1.3,2.5,9.0,0.0
"MUSHROOMS,PORTABELLA,GRILLED",29.0,3.28,4.44,0.58,2.2,2.26,11.0,0.0
"MUSHROOMS,PORTABELLA,RAW",22.0,2.11,3.87,0.35,1.3,2.5,9.0,0.0
"MUSHROOMS,SHIITAKE,CKD,W/SALT",56.0,1.56,14.39,0.22,2.1,3.84,240.0,0.0
"MUSHROOMS,SHIITAKE,CKD,WO/SALT",56.0,1.56,14.39,0.22,2.1,3.84,4.0,0.0
"MUSHROOMS,SHIITAKE,DRIED",296.0,9.58,75.37,0.99,11.5,2.21,13.0,0.0
"MUSHROOMS,SHIITAKE,RAW",34.0,2.24,6.79,0.49,2.5,2.38,9.0,0.0
"MUSHROOMS,SHIITAKE,STIR-FRIED",39.0,3.45,7.68,0.35,3.6,0.3,5.0,0.0
"MUSHROOMS,STRAW,CND,DRND SOL",32.0,3.83,4.64,0.68,2.5,5.85,384.0,0.0
"MUSHROOMS,WHITE,CKD,BLD,DRND,W/ SALT",28.0,2.17,5.29,0.47,2.2,2.34,238.0,0.0
"MUSHROOMS,WHITE,CKD,BLD,DRND,WO/ SALT",28.0,2.17,5.29,0.47,2.2,2.34,2.0,0.0
"MUSHROOMS,WHITE,MICROWAVED",35.0,3.91,6.04,0.46,2.5,0.0,17.0,0.0
"MUSHROOMS,WHITE,RAW",22.0,3.09,3.26,0.34,1.0,1.98,5.0,0.0
"MUSHROOMS,WHITE,STIR-FRIED",26.0,3.58,4.04,0.33,1.8,0.0,12.0,0.0
"MUSSEL,BLUE,CKD,MOIST HEAT",172.0,23.8,7.39,4.48,0.0,3.564,369.0,56.0
"MUSSEL,BLUE,RAW",86.0,11.9,3.69,2.24,0.0,0.0,286.0,28.0
"MUSTARD GREENS,RAW",27.0,2.86,4.67,0.42,3.2,1.32,20.0,0.0
"MUSTARD GRNS,CKD,BLD,DRND,W/SALT",26.0,2.56,4.51,0.47,2.0,1.41,252.0,0.0
"MUSTARD GRNS,CKD,BLD,DRND,WO/SALT",26.0,2.56,4.51,0.47,2.0,1.41,9.0,0.0
"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT",19.0,2.27,3.11,0.25,2.8,0.32,261.0,0.0
"MUSTARD GRNS,FRZ,CKD,BLD,DRND,WO/SALT",19.0,2.27,3.11,0.25,2.8,0.32,25.0,0.0
"MUSTARD GRNS,FRZ,UNPREP",20.0,2.49,3.41,0.27,3.3,0.8400000000000001,29.0,0.0
"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT",16.0,1.7,2.8,0.2,2.0,2.5112,250.0,0.0
"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,WO/SALT",16.0,1.7,2.8,0.2,2.0,2.1192,14.0,0.0
"MUSTARD SPINACH,(TENDERGREEN),RAW",22.0,2.2,3.9,0.3,2.8,1.14,21.0,0.0
"MUSTARD,PREPARED,YELLOW",60.0,3.74,5.83,3.34,4.0,0.92,1104.0,0.0
"MUTTON,CKD,RSTD (NAVAJO)",234.0,33.43,0.08,11.09,0.2,0.0,135.0,109.0
Maaza -,54.0,0.0,13.5,6.0,1.64,13.0,1.0,0.0
Maaza - Coca-Cola,60.0,0.0,15.0,0.0,0.42,13.0,7.8,0.0
Mad Angles MMMMM Masala - Bingo,538.0,3.4,0.1,32.1,57.7,1.0,332.6,221.6
Mad angles mmmmm masala,546.0,6.6,57.7,32.1,0.86,3.4,1.925,0.0
Maggi,389.0,8.2,59.6,13.5,2.0,1.8,519.536,26.2
Maggi Masala 2 Minute 2 Noodles - 280 GM - Nestle - 70g,427.0,8.0,63.5,15.7,3.6,2.2,11.72,0.8
Maggi Masala Noodles - Nestle - 140g,427.0,8.0,63.5,15.7,3.6,1.2,2.931,0.8
Maggi Pichkoo,139.0,1.2,33.5,0.0,1.8,30.8,2.565,0.0
Maggi pazzta,321.0,7.7,69.8,1.9,2.0,6.8,1.78,0.0
Maggi rich tomato sauce - 200g,137.0,0.8,33.4,0.164,1.4,30.4,2.1704,0.0
Maggie Pazzta Chese Macaroni - Maggi,351.0,11.5,68.3,3.5,6.88,2.5,1.347,0.0
Maiyas Moong Dal - 35,476.0,20.2,56.4,18.8,1.0,0.0,2.125,3.6
Mala's -  - 500g,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Mamra giri Almond - Bliss - 250g,641.0,22.12,16.06,55.02,10.65,0.0,0.0,0.0
Manchow instant soup - Ching's - 15g,47.0,0.6,10.8,0.0,0.32,7.176,2.977,0.0
Mango,51.0,0.0,10.07,0.0,1.46,10.07,0.016,0.0
Mango - B Natural,106.0,0.1,15.0,4.134,1.0,3.4,250.2,9.0
Mango Pickle - Swastiks - 100g,0.0,1.5,0.0,2.4,2.5,0.0,0.7,0.0
Mango and chilis pickles - Mother's receip,20.0,8.946,1.0,1.5,2.06,0.212,147.3176,2.0
Mango delight - pepsico - 200ml,61.0,0.2,15.0,0.0,1.3199999999999998,15.0,0.005,0.0
Manna Oats - Steel Cut,402.0,11.0,67.0,10.0,14.0,2.0,136.6776,0.0
Marie GOLD - Britannia - 300g,10.0,8.0,77.0,12.0,5.0,22.0,10.0,0.0
Marie Gold - Britania - 45g,453.0,8.3,77.5,13.36,1.78,31.32,176.696,2.2
Marie Gold - Britannia,445.0,8.4,78.9,10.7,3.64,21.9,0.798,0.8
Marie Light,441.0,8.3,77.6,11.5,3.0,22.2,0.722,0.8
Marie biscuits - Bisk Farm - 300gram,413.0,0.0,4.74,13.01,0.0,2.06,67.25,91.8
Marie light,445.0,9.1,77.4,11.0,3.64,21.3,0.731,0.8
Marie light - 200g,11.7,46.4208,6.0,5.8,8.5,15.9,0.0,0.0
Marinierte Sardellenfilets - Medusa,139.0,19.0,0.1,6.8,0.0,0.1,226.6,63.4
Martha White Foods,388.0,7.8,59.4,10.186000000000002,1.5,4.5,1295.0,1.4
Mary'S Gone Crackers,446.0,12.1,64.3,15.592,16.2,1.0,587.0,7.2
Masala  oats - Soffola,133.0,2.8,23.8,3.0,2.4,2.4,145.8,9.8
Masala Cuppa Noodles - nestle - 70g,443.0,8.3,59.2,19.2,3.3,3.2,3.39,0.8
Masala Oats - Peppy Tomato - Saffola - 39g,402.0,10.8,71.3,8.21,12.6,7.18,298.4776,15.6
Masala Roasted Chana - Bam Bam - 200g,343.0,21.43,54.83,4.26,17.919999999999998,8.474,90.8,0.8
Masala delight,469.0,9.0,65.7,19.0,2.0,2.0,4.05,3.6
Masala munch,558.0,6.4,55.2,34.6,0.8800000000000001,1.0,2.23,0.0
Masala oats,362.0,11.9,64.1,12.1,12.7,4.7,5.315,0.0
Masala peanuts - sowbhagya foods,513.0,21.4,22.4,37.6,14.4,21.0484,0.8,0.0
Max Protein Chips Peri Peri - RiteBite,477.0,16.7,49.8,22.7,12.3934,3.0,0.833,0.0
Max Protien - RiteBite,478.0,16.667,49.667,22.833,6.667,4.0,2.083,3.6
Max protein,230.0,20.0,31.7,7.7,7.0,1.5,0.0,8.8
Max protein active choco fudge bar,313.0,20.0,33.9,12.5,5.0,10.7,0.465,0.0
Maxirich - cipla - 30ml,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Maxirich Multivitamin - Nutrraceutical,532.0,1.82,7.27,54.5,1.94,0.0,272.2,74.4
Mayi - 200,50.0,65.0,91.0,646.0,64.0,64.0,31.0,37.2
McVitie's Digestive,489.0,7.3,67.1,21.2,4.4246,16.1,0.0,3.6
Mckee Baking,548.0,8.0,55.2,32.474000000000004,3.33,34.0,223.0,4.2
Mediterranean Khubus 6's,290.0,7.7,64.2,0.3,7.859999999999999,2.5,1795.61,16.4
Micronized Creatine Powder - Optimum Nutrition - 250g,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
Microwave 5-Minute Mac 'N' Cheese,448.0,19.0,65.0,11.0,2.0,4.0,691.4,1.4
Mighty Mango,42.0,0.8,96.0,0.0,0.0,8.0,0.0,0.0
Milano - parle - 1,518.0,3.2,67.0,25.8,5.282,31.5,0.48,2.0
Milder Rahmjoghurt Haselnuss,170.0,3.1,13.9,11.2,2.18,13.4,335.0,12.2
Milk,282.0,30.3,69.7,21.5,5.4,39.9,731.0,263.0
Milk Bikis - Britannia - 100g,100.0,6.897,75.862,13.793,3.448,27.586,0.776,0.0
Milk Blast,580.0,3.41,58.26,32.8,3.22,44.0,59.8,11.2
Milk Cake - Lal,366.0,10.0,53.0,15.0,1.62,51.0,1337.4,31.0
Milk Chocolate Chickpea Snacks - Lebby,500.0,11.905,52.381,26.19,7.143,14.204,504.486,0.0
Milk shakr chocolate flavour - Hershey's - 1,90.0,1.778,16.778,1.889,0.0,16.778,0.129,1.6
Milk-Ma Butter Cookies - 200g,362.0,6.28,48.0,16.0,1.42,1.14,0.518,0.0
Milk-Ma whole wheat critters - 150g,362.0,6.28,48.0,16.0,1.42,1.14,0.518,0.0
Milkshake,353.0,24.0,96.2,6.8,0.9,17.5,305.0,17.0
Milkshake vanilla Ice cream flavor - Hershey's,159.0,3.0,29.0,3.2,1.16,29.0,0.258,0.0
Mineral Water -,34.856,0.004,9.22,6.603999999999999,6.6,30.68,0.0,606.2
Minute Maid Orange Juice,54.0,0.0,13.6,0.0,1.7600000000000002,11.0,0.0,0.0
Minute maid - 1,52.0,0.0,0.0,13.0,0.0,0.0,0.0,0.8
Mission Foods,287.0,8.7,49.6,4.16,3.33,19.0,898.0,35.8
Misso,100.0,2.0,20.0,50.0,2.12,4.0,0.0,0.0
Mixed Berries alovera juice,57.0,0.6,13.8,0.0,5.3,13.3,0.162,0.0
Mixed Frozen Berries,43.0,0.0,6.9,0.0,3.8,6.7,0.002,0.0
Mixed Fruit,52.0,0.2,13.1,0.0,0.26,13.1,3.25,0.0
Mixed Fruit Delight - Tropicana,49.0,0.0,12.3,0.0,0.04,12.0,3.0082,0.0
Mixed fruit juice,4.0,0.0,12.2,0.0,4.8,0.0,0.0,0.0
Mixed pickle - Mother's Recipe - 1kg,324.8,11.042,27.002,18.458,5.8,9.856,9.09,0.0
Modern Brown Bread - 300g,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Mohun's - 500grams,376.0,6.42,86.0,0.53,0.55,6.29,1.346,0.0
Moisturiser - Sukin - 125ml,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Molsis Zahidi Dates - Bolas Agro - 500g,280.0,8.0,0.0,0.0,60.0,68.0,4.0,29.2
Mom's Magic - Sunfeast - 100g,499.0,8.1,65.1,22.9,3.1492,23.9,0.1,0.0
Moments - Ferrero Rocher,520.0,7.8,55.5,29.6,5.522,29.6,0.0,1.4
Monaco,494.0,7.8,68.4,21.0,4.876,7.8,311.1192,5.4
Moong Dal Burfi - Haldiram s,508.0,8.0,56.0,28.0,1.6800000000000002,36.0,305.0,16.6
Moong dal,476.0,23.0,49.0,20.0,12.3934,2.0,0.5,0.0
Moov - 1,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Mother Dairy Ultimate Dahi - 400g,75.0,3.7,5.0,4.5,0.0,0.0,0.0,0.0
Mother'S,487.0,3.8,68.3,22.808,0.8,44.2,192.0,4.2
Mountain Dew - 1,49.0,0.0,12.3,0.0,0.0,12.3,0.041,0.0
Mr noodles,0.0,8.96,60.35,22.37,6.15,2.09,0.969,0.0
Muffins,375.0,4.5,53.0,16.324,1.1,31.5,336.0,29.6
Mukharochak chira bhaja,607.0,11.0,48.0,38.0,0.0,3.0,0.608,0.0
Multani rajbhogprash,357.0,0.0,78.7,4.6,3.7,60.1,114.0,3.6
Multigrain Dosa - MTR - 500g,388.0,8.0,0.0,5.4,0.0,72.0,13.0,43.0
Multigrain chips,483.0,8.333,66.667,20.0,5.0,9.167,2.5,3.6
Munch - nestle - 10.4g,130.0,10.0,19.0,6.0,5.0,11.0,445.8,20.8
Munch choclate bar,469.0,6.3,62.9,21.3,2.8,31.4,0.312,3.6
Munchini,470.0,6.0,74.0,17.0,4.0,45.0,5.0,3.6
Murray,473.0,4.9,71.3,18.508,2.2,38.4,507.0,0.4
Muscle Gainer,222.0,25.5,24.0,2.5,5.0,3.434,487.6,18.6
Muscleblaze - 4kg,0.0,46.67,0.0,0.35,0.0,22.68,0.0,0.0
Mustard oil - Nature Active,900.0,0.0,16.4,100.0,0.0,1.0,0.0,42.4
My companion Longbook 108p - 5,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Mysore Sandal Soap,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
N2H GULKAND,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
"NABISCO,NABISCO GRAHAMS CRACKERS",424.0,6.99,76.2,10.0,3.4,23.0,659.0,0.0
"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",476.0,4.78,70.23,21.5,3.2,36.0,528.0,13.0
"NABISCO,NABISCO RITZ CRACKERS",492.0,7.23,63.51,23.21,2.3,8.14,882.0,1.4
"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",305.0,5.0,74.25,1.09,1.6,43.38,174.0,0.0
NACHO CHIPS,493.0,7.43,66.26,22.11,3.98,5.24,1.596,3.6
"NANCE,CND,SYRUP,DRND",95.0,0.56,22.79,1.28,7.0,15.66,8.0,0.0
"NANCE,FRZ,UNSWTND",73.0,0.66,16.97,1.16,7.5,8.31,3.0,0.0
"NARANJILLA (LULO) PULP,FRZ,UNSWTND",25.0,0.44,5.9,0.22,1.1,3.74,4.0,0.0
NATTO,211.0,19.4,12.68,11.0,5.4,4.89,7.0,0.0
"NECTARINES,RAW",44.0,1.06,10.55,0.32,1.7,7.89,0.0,0.0
"NEW ENGLAND BRAND SAUSAGE,PORK,BF",161.0,17.27,4.83,7.58,0.0,3.88,1220.0,49.0
"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT",12.0,1.3,2.13,0.17,1.4,0.25,343.0,0.0
"NEW ZEALAND SPINACH,CKD,BLD,DRND,WO/SALT",12.0,1.3,2.13,0.17,1.4,0.25,107.0,0.0
"NEW ZEALAND SPINACH,RAW",14.0,1.5,2.5,0.2,1.5,0.29,130.0,0.0
"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",351.0,0.16,86.09,0.06,0.5,0.0,10.0,0.0
"NOODLES,CHINESE,CHOW MEIN",475.0,8.11,72.8,15.43,3.7,5.71,1174.0,0.0
"NOODLES,EGG,CKD,ENR,W/ SALT",138.0,4.54,25.16,2.07,1.2,0.4,165.0,29.0
"NOODLES,EGG,CKD,UNENR,W/ SALT",138.0,4.54,25.16,2.07,1.2,0.4,165.0,29.0
"NOODLES,EGG,DRY,ENRICHED",384.0,14.16,71.27,4.44,3.3,1.88,21.0,84.0
"NOODLES,EGG,DRY,UNENR",384.0,14.16,71.27,4.44,3.3,1.88,21.0,84.0
"NOODLES,EGG,ENR,CKD",138.0,4.54,25.16,2.07,1.2,0.4,5.0,29.0
"NOODLES,EGG,SPINACH,ENR,CKD",132.0,5.04,24.25,1.57,2.3,0.71,12.0,33.0
"NOODLES,EGG,SPINACH,ENR,DRY",382.0,14.61,70.32,4.55,6.8,3.6,72.0,95.0
"NOODLES,EGG,UNENR,CKD,WO/ ADDED SALT",138.0,4.54,25.16,2.07,1.2,0.4,5.0,29.0
"NOODLES,FLAT,CRUNCHY,CHINESE RESTAURANT",521.0,10.33,51.9,31.72,1.9,0.25,378.0,0.0
"NOODLES,JAPANESE,SOBA,CKD",99.0,5.06,21.44,0.1,0.26,16.907999999999998,60.0,0.0
"NOODLES,JAPANESE,SOBA,DRY",336.0,14.38,74.62,0.71,3.28,20.204,792.0,0.0
"NOODLES,JAPANESE,SOMEN,CKD",131.0,4.0,27.54,0.18,2.4260000000000006,15.12,161.0,0.0
"NOODLES,JAPANESE,SOMEN,DRY",356.0,11.35,74.1,0.81,4.3,16.828,1840.0,0.0
"NOPALES,CKD,WO/SALT",15.0,1.35,3.28,0.05,2.0,1.12,20.0,0.0
"NOPALES,RAW",16.0,1.32,3.33,0.09,2.2,1.15,21.0,0.0
"NUTMEG,GROUND",525.0,5.84,49.29,36.31,20.8,2.99,16.0,0.0
"NUTRITIONAL SUPP FOR PEOPLE W/ DIABETES,LIQ",88.0,4.4,11.88,3.08,2.2,2.64,92.0,2.0
"NUTS,ALMONDS,OIL RSTD,LIGHTLY SALTED",607.0,21.23,17.68,55.17,10.5,4.55,143.0,0.0
"NUTS,ALMONDS,OIL RSTD,W/ SALT ADDED,SMOKE FLAVOR",607.0,21.43,17.86,55.89,10.7,3.57,548.0,0.0
"NUTS,CASHEW NUTS,RAW",553.0,18.22,30.19,43.85,3.3,5.91,12.0,0.0
"NUTS,COCNT CRM,CND,SWTND",357.0,1.17,53.21,16.31,0.2,51.5,36.0,0.0
"NUTS,MXD NUTS,DRY RSTD,W/ PNUTS,SALT ADDED,CHOSEN ROASTER",632.0,18.0,19.02,58.8,7.1,3.9,113.0,0.0
"NUTS,MXD NUTS,DRY RSTD,W/PNUTS,SALT ADD,PLANTERS PSTACH BLND",580.0,21.95,22.51,49.3,8.1,4.45,232.0,0.0
"NUTS,MXD NUTS,OIL RSTD,W/ PNUTS,LIGHTLY SALTED",607.0,20.04,21.05,53.95,7.0,4.15,161.0,0.0
"NUTS,MXD NUTS,OIL RSTD,W/ PNUTS,W/ SALT ADDED",607.0,20.04,21.05,53.95,7.0,4.15,273.0,0.0
"NUTS,MXD NUTS,OIL RSTD,WO/ PNUTS,LIGHTLY SALTED",607.0,17.86,25.0,50.0,7.1,5.21,143.0,0.0
"NUTS,MXD NUTS,OIL RSTD,WO/ PNUTS,W/ SALT ADDED",615.0,15.52,22.27,56.17,5.5,4.38,306.0,0.0
"NUTS,PILINUTS,DRIED",719.0,10.8,3.98,79.55,7.1,3.3480000000000003,3.0,0.0
"NUTS,PINE NUTS,DRIED",673.0,13.69,13.08,68.37,3.7,3.59,2.0,0.0
"NUTS,WALNUTS,DRY RSTD,W/ SALT ADDED",643.0,14.29,17.86,60.71,7.1,3.57,643.0,0.0
"NUTS,WALNUTS,GLAZED",500.0,8.28,47.59,35.71,3.6,32.14,446.0,0.0
Nabisco,424.0,7.0,76.2,11.64,3.4,23.0,659.0,1.4
Nacho chips sweet chilli - Cornitos nacho chips,492.0,7.143,64.286,25.0,7.143,8.104000000000001,433.1192,1.8
Namkeen - Haldiram's - 20,528.0,11.2,57.8,28.1,7.6,10.8,14.8,0.0
Nan Khatai,89.0,1.0,11.0,4.5,0.8399999999999999,4.0,270.6,11.0
Nan pro2,0.2,0.0,0.0,0.0,0.0,5.8,0.0,0.0
Nandini goodlife pista flavouring milk,93.0,3.0,13.3,3.1,0.0,13.3,0.0,1.6
Natkhat Nimbu Lemon Hit Namkeen,137.0,1.33,10.94,9.84,0.6,0.0,346.2,10.6
Natura RAMSONS -  - 100ml,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Natural Greek Yogurt - Epigamua,80.0,8.21,6.2,2.56,0.32,0.0,131.4,30.0
Natural whole wheat parato - ID,327.0,11.0,35.0,16.0,2.0,0.0,0.47,0.0
Naturamore - Naturamore nutraceutical - 350gm,357.0,40.0,50.0,2.38,8.919999999999998,8.054,0.3,0.0
Nature power papaya soap - 125g,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Nature's essence almond and honey -  - 400ml,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
Nestle Nan,39.8,0.0,25.106,0.01,10.286,19.562,0.0,0.0
Nestle Resource High Protein - 1Kg,372.0,45.0,41.7,2.8,5.0,0.1,0.525,0.0
Nice Sugar sprinkled coconut biscuits - Dukes - 150g,454.0,7.4,74.0,14.5,1.66,28.2,94.0764,2.4
Nimbu Pani,52.0,0.0,14.0,0.0,1.78,12.0,0.0,0.0
Nissin,363.0,9.0,66.0,17.0,9.0,6.0,1076.2646,3.2
Nivea shea smooth body milk,140.4,1.56,32.186,17.424,0.52,1.376,0.0,104.2
No-Bake Cookies and Cream Cheesecake,716.0,11.0,30.0,62.0,0.0,22.0,78.6,0.0
Noodle snack - Tasty treat,480.0,10.0,60.0,23.196,2.74,28.002,575.0,13.4
Noodles,371.0,11.92,79.81,0.52,2.22,1.48,0.0,0.0
Nouille masala - Nestle,427.0,8.0,63.5,15.7,6.68,1.2,2.931,0.8
Nutrela,355.0,21.92,63.9,1.31,10.02,0.0,17.0,0.0
Nutri Choice,485.0,8.6,68.4,21.0,6.0,14.4,1.158,3.6
Nuts,552.0,25.9,27.4,39.2,1.5,47.3,338.0,292.0
Nutties - Cadbury - 30g,506.0,5.1,67.2,24.5,1.2,61.7,0.278,0.6
Nutty Chips - Open Secret,153.0,4.0,15.0,8.0,2.86,0.7,290.94,11.8
O'Choco - PARLITE FOODS,470.0,6.5,74.5,16.2,3.908,0.0,0.0,3.6
"OAT BRAN,COOKED",40.0,3.21,11.44,0.86,2.6,8.608,1.0,0.0
"OAT BRAN,RAW",246.0,17.3,66.22,7.03,15.4,1.45,4.0,0.0
"OAT FLR,PART DEBRANNED",404.0,14.66,65.7,9.12,6.5,0.8,19.0,0.0
OATS,389.0,16.89,66.27,6.9,10.6,1.7600000000000002,2.0,0.0
"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",96.0,18.51,0.0,1.87,0.0,0.0,347.0,63.0
"OCEAN PERCH,ATLANTIC,RAW",79.0,15.31,0.0,1.54,0.0,0.0,287.0,52.0
OCTOPUS (ALASKA NATIVE),56.0,12.3,0.0,0.8,0.72,1.044,96.4,41.0
"OCTOPUS,COMMON,CKD,MOIST HEAT",164.0,29.82,4.4,2.08,0.0,0.0,460.0,96.0
"OCTOPUS,COMMON,RAW",82.0,14.91,2.2,1.04,0.0,0.0,230.0,48.0
"OHELOBERRIES,RAW",28.0,0.38,6.84,0.22,1.28,3.998,1.0,0.0
"OIL,ALMOND",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,APRICOT KERNEL",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,AVOCADO",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,BABASSU",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,BEARDED SEAL (OOGRUK) (ALASKA NATIVE)",899.0,0.56,0.0,99.6,1.84,0.0,0.0,52.0
"OIL,BELUGA,WHALE (ALASKA NATIVE)",900.0,0.0,0.0,100.0,0.0,0.0,0.0,55.2
"OIL,CANOLA",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,COCNT",892.0,0.0,0.0,99.06,0.0,0.0,0.0,0.0
"OIL,COCOA BUTTER",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,CORN AND CANOLA",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,CORN,PEANUT,AND OLIVE",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
"OIL,CTTNSD,SALAD OR COOKING",884.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
